##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	11_2H_both_S9_L008_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	17919193
Total Bases	1.8 Gbp
Sequences flagged as poor quality	0
Sequence length	101
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.474809775194675	32.0	32.0	32.0	32.0	32.0
2	31.657513315471295	32.0	32.0	32.0	32.0	32.0
3	34.961260308988244	37.0	32.0	37.0	32.0	37.0
4	35.93746554323066	37.0	37.0	37.0	32.0	37.0
5	36.08348272157122	37.0	37.0	37.0	37.0	37.0
6	39.66325726833792	41.0	41.0	41.0	37.0	41.0
7	39.56921313364949	41.0	41.0	41.0	37.0	41.0
8	39.767476470620075	41.0	41.0	41.0	37.0	41.0
9	40.05175567895273	41.0	41.0	41.0	37.0	41.0
10-11	40.14065680859623	41.0	41.0	41.0	37.0	41.0
12-13	40.1624136756605	41.0	41.0	41.0	37.0	41.0
14-15	40.14588614565399	41.0	41.0	41.0	37.0	41.0
16-17	40.098424912327246	41.0	41.0	41.0	37.0	41.0
18-19	40.085012812797984	41.0	41.0	41.0	37.0	41.0
20-21	40.07570246048469	41.0	41.0	41.0	37.0	41.0
22-23	40.084074126552466	41.0	41.0	41.0	37.0	41.0
24-25	40.07450064855041	41.0	41.0	41.0	37.0	41.0
26-27	40.01153969377974	41.0	41.0	41.0	37.0	41.0
28-29	39.981917935701674	41.0	41.0	41.0	37.0	41.0
30-31	39.95559892122374	41.0	41.0	41.0	37.0	41.0
32-33	39.96373846188274	41.0	41.0	41.0	37.0	41.0
34-35	40.006789507764104	41.0	41.0	41.0	37.0	41.0
36-37	40.0011073322331	41.0	41.0	41.0	37.0	41.0
38-39	39.98595734752117	41.0	41.0	41.0	37.0	41.0
40-41	39.982394547566955	41.0	41.0	41.0	37.0	41.0
42-43	39.96209547494689	41.0	41.0	41.0	37.0	41.0
44-45	39.9146152117453	41.0	41.0	41.0	37.0	41.0
46-47	39.91736488914428	41.0	41.0	41.0	37.0	41.0
48-49	39.91900229547168	41.0	41.0	41.0	37.0	41.0
50-51	39.911142092168994	41.0	41.0	41.0	37.0	41.0
52-53	39.867036813544004	41.0	41.0	41.0	37.0	41.0
54-55	39.86714825829489	41.0	41.0	41.0	37.0	41.0
56-57	39.845888986183695	41.0	41.0	41.0	37.0	41.0
58-59	39.833613433372804	41.0	41.0	41.0	37.0	41.0
60-61	39.81399184661943	41.0	41.0	41.0	37.0	41.0
62-63	39.778094164173574	41.0	41.0	41.0	37.0	41.0
64-65	39.766084332034374	41.0	41.0	41.0	37.0	41.0
66-67	39.7439728452057	41.0	41.0	41.0	37.0	41.0
68-69	39.72800069735283	41.0	41.0	41.0	37.0	41.0
70-71	39.64309425095203	41.0	41.0	41.0	37.0	41.0
72-73	39.647184781145	41.0	41.0	41.0	37.0	41.0
74-75	39.6165289084168	41.0	41.0	41.0	37.0	41.0
76-77	39.25237983652501	41.0	41.0	41.0	34.5	41.0
78-79	39.34594523871695	41.0	41.0	41.0	37.0	41.0
80-81	39.485518990726874	41.0	41.0	41.0	37.0	41.0
82-83	39.52608887018517	41.0	41.0	41.0	37.0	41.0
84-85	39.493942668065465	41.0	41.0	41.0	37.0	41.0
86-87	39.4617236390054	41.0	41.0	41.0	37.0	41.0
88-89	39.31651659759454	41.0	41.0	41.0	37.0	41.0
90-91	39.3349074369588	41.0	41.0	41.0	37.0	41.0
92-93	39.271648198666085	41.0	41.0	41.0	37.0	41.0
94-95	39.19059937576429	41.0	41.0	41.0	37.0	41.0
96-97	39.17181147610833	41.0	41.0	41.0	37.0	41.0
98-99	38.97303662056656	41.0	41.0	41.0	32.0	41.0
100-101	38.519468426954276	41.0	39.0	41.0	34.5	41.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.10679276352280098
1101	2	-0.13446339891590497
1101	3	-0.5260349580359645
1101	4	-0.21364203077750687
1101	5	0.06578147228639608
1101	6	-0.1005027564159704
1101	7	-0.1927348320535316
1101	8	-0.051902393306001215
1101	9	0.01613423657597224
1101	10-11	0.06656809486133142
1101	12-13	0.056859338174284346
1101	14-15	0.028819076111744835
1101	16-17	0.04067729466392933
1101	18-19	0.025996901477384426
1101	20-21	0.06014991091826971
1101	22-23	0.062441032733659085
1101	24-25	0.06681972651281143
1101	26-27	0.05047864739204755
1101	28-29	0.05850373592924285
1101	30-31	0.05263887194568895
1101	32-33	0.07416230798837375
1101	34-35	-0.03286737684796037
1101	36-37	0.02013233738558995
1101	38-39	0.028110575866776344
1101	40-41	0.024859203155060072
1101	42-43	-7.399950347135587E-4
1101	44-45	0.08246850544077233
1101	46-47	0.05157123448788781
1101	48-49	0.04942595431475638
1101	50-51	0.08284580367932648
1101	52-53	0.09070870428971034
1101	54-55	0.09504435729778038
1101	56-57	0.038890243518707734
1101	58-59	0.05676075527091484
1101	60-61	0.049714188416324134
1101	62-63	0.09737619054723723
1101	64-65	0.06162596124752895
1101	66-67	0.04441993634115704
1101	68-69	0.03140019862550503
1101	70-71	0.12352992175984667
1101	72-73	0.1468469879876224
1101	74-75	0.08034171952672153
1101	76-77	0.10327724725575393
1101	78-79	0.19508840521321247
1101	80-81	0.21166677084264052
1101	82-83	0.1138221711533447
1101	84-85	0.13968494215078664
1101	86-87	0.16000902250524263
1101	88-89	0.24769847949938395
1101	90-91	0.26473408242301844
1101	92-93	0.2834007449220266
1101	94-95	0.3412808884057057
1101	96-97	0.26198252545613343
1101	98-99	0.4394020534238763
1101	100-101	0.2971369721098469
1102	1	-0.1479111258734953
1102	2	-0.0557302363867862
1102	3	-0.36528503192973716
1102	4	-0.04372547789478176
1102	5	0.11698704586912356
1102	6	0.020682215024230288
1102	7	-0.17259807796293813
1102	8	-0.011346685422495284
1102	9	0.031995525086308874
1102	10-11	0.04452254625125818
1102	12-13	0.07443201803736343
1102	14-15	0.038627144375873
1102	16-17	0.09255464689531578
1102	18-19	0.09226821316593714
1102	20-21	0.11833297337212656
1102	22-23	0.0946032399424368
1102	24-25	0.07997397844030019
1102	26-27	0.101879943556348
1102	28-29	0.06667591789359761
1102	30-31	0.10912193216702804
1102	32-33	0.07918403629621196
1102	34-35	0.04822869584479861
1102	36-37	0.017411776918613953
1102	38-39	0.06756909182246318
1102	40-41	0.02806819389461168
1102	42-43	0.046590933766545106
1102	44-45	0.07606819856938785
1102	46-47	0.0745557413737501
1102	48-49	0.0726343552406945
1102	50-51	0.07096508507991928
1102	52-53	0.14519989488009344
1102	54-55	0.07539770663966294
1102	56-57	0.0748767930457035
1102	58-59	0.09231928772553744
1102	60-61	0.052283044515029076
1102	62-63	0.09453110961010225
1102	64-65	0.06850172768965024
1102	66-67	0.08646822289424705
1102	68-69	0.089316044325912
1102	70-71	0.12958572971118087
1102	72-73	0.16319168234065984
1102	74-75	0.14633761449326954
1102	76-77	0.15331691550081672
1102	78-79	0.159219335766835
1102	80-81	0.18188125756594786
1102	82-83	0.19868645486740633
1102	84-85	0.20199672836925942
1102	86-87	0.20461151758266283
1102	88-89	0.342675402268263
1102	90-91	0.3569347490435817
1102	92-93	0.38556582744123347
1102	94-95	0.42395229559307523
1102	96-97	0.36278138505411306
1102	98-99	0.564672308348598
1102	100-101	0.4493829875513313
1103	1	-0.1175543249420059
1103	2	-0.048894093029872465
1103	3	-0.33549416768984486
1103	4	-0.051173965484963446
1103	5	0.13125248500243458
1103	6	0.0418315552339763
1103	7	-0.019523488444399106
1103	8	-0.054072832150538375
1103	9	-0.028968214583542817
1103	10-11	0.05446010021690029
1103	12-13	0.07324124410970256
1103	14-15	0.05090312344500347
1103	16-17	0.09314323185599704
1103	18-19	0.1103310120827743
1103	20-21	0.1093837071613919
1103	22-23	0.08550071890114452
