##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	S21_L008_R2_001_TRIMMED_PAIRED.fastqc.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	4571904
Total Bases	449.2 Mbp
Sequences flagged as poor quality	0
Sequence length	35-101
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1103	18-19	0.1969280388139012
1103	20-21	0.15131060188226542
1103	22-23	0.090945212093132
1103	24-25	0.08798324504333976
1103	26-27	0.07501831196093889
1103	28-29	-0.03559746508233985
1103	30-31	0.008942201387874604
1103	32-33	0.22172818913114156
1103	34-35	0.006719677529510193
1103	36-37	0.027796991382977865
1103	38-39	-0.24048670456336652
1103	40-41	-0.0990363509193557
1103	42-43	0.07809920887602573
1103	44-45	0.01773411940542502
1103	46-47	0.09545897860699881
1103	48-49	0.10636760070030249
1103	50-51	0.13915912581105516
1103	52-53	-0.023659652977841006
1103	54-55	0.25658576897258456
1103	56-57	-0.007263740273067754
1103	58-59	0.10887373071170003
1103	60-61	0.10990197086037057
1103	62-63	0.02637746694249188
1103	64-65	0.06953594410623509
1103	66-67	0.16942664769241134
1103	68-69	0.15597790999511574
1103	70-71	0.07124279962410185
1103	72-73	0.0582186536119238
1103	74-75	0.028737431834279903
1103	76-77	-0.01761086147158153
1103	78-79	0.11939246568647377
1103	80-81	-0.051699826426862217
1103	82-83	0.028235892812872976
1103	84-85	0.008885360512458362
1103	86-87	0.03354456511291204
1103	88-89	-0.15960474777375566
1103	90-91	-0.16167436112638
1103	92-93	-0.11881864112668694
1103	94-95	0.012973052972576227
1103	96-97	-0.09969537748148127
1103	98-99	0.040655730548060376
1103	100-101	-0.001134712369555757
1104	1	-0.1342234796802373
1104	2	-0.44839597233136175
1104	3	-0.9718257389470821
1104	4	-0.694600603512562
1104	5	-0.6813201611125379
1104	6	-0.8980986557318786
1104	7	-0.6583172929738623
1104	8	-0.8857064938703232
1104	9	-0.5597857602809384
1104	10-11	-0.26285291147600276
1104	12-13	0.023670945644134633
1104	14-15	0.03705136366626505
1104	16-17	0.11786991454275153
1104	18-19	0.09973430578258302
1104	20-21	0.16165512587556208
1104	22-23	0.06067135187076644
1104	24-25	0.12005169874370125
1104	26-27	0.18997321613055362
1104	28-29	0.04033768502606705
1104	30-31	0.06789770038503207
1104	32-33	0.27537597220076293
1104	34-35	0.22485619356356068
1104	36-37	0.17909133675630784
1104	38-39	-0.09755291294670343
1104	40-41	-0.018352771239939614
1104	42-43	0.013063631437589152
1104	44-45	0.1464972263734765
1104	46-47	0.12621520511206086
1104	48-49	0.23829573220174893
1104	50-51	0.07878787599491233
1104	52-53	0.05333361829359262
1104	54-55	0.23026794227139646
1104	56-57	0.11454444739126757
1104	58-59	0.18149858030943022
1104	60-61	0.2257385192331114
1104	62-63	0.05793518602190062
1104	64-65	0.11707272981122685
1104	66-67	0.1974879933315563
1104	68-69	0.26746866643945566
1104	70-71	0.17505930666300173
1104	72-73	0.18069855790587042
1104	74-75	0.14247061831630248
1104	76-77	-0.017274754167587503
1104	78-79	0.3364282843401156
1104	80-81	0.19386536152298106
1104	82-83	0.08261042814932296
1104	84-85	0.15108424717492852
1104	86-87	0.05520070265458088
1104	88-89	0.07252887658357565
1104	90-91	0.04695802038441599
1104	92-93	0.07638937842658322
1104	94-95	-0.023081203872145295
1104	96-97	-0.046181227669563896
1104	98-99	0.08146735181650655
1104	100-101	0.24029405519676317
1105	1	-0.1994212847812058
1105	2	-0.44258445155821136
1105	3	-0.9306191948847911
1105	4	-0.7413814254940121
1105	5	-0.6662847248969541
1105	6	-0.9803473463278607
1105	7	-0.8204385909710155
1105	8	-0.9820191019033189
1105	9	-0.7596782886486508
1105	10-11	-0.8488856565647538
1105	12-13	-0.12249700928839502
1105	14-15	-0.12778320590055614
1105	16-17	0.09048044385139065
1105	18-19	0.09898730050903737
1105	20-21	0.08053714834921522
1105	22-23	0.055531358455340296
1105	24-25	0.008502896247129854
1105	26-27	0.07872666598543532
1105	28-29	0.021579889848418077
1105	30-31	-0.052265154755282595
1105	32-33	0.28545170098696815
1105	34-35	0.01818963839484411
1105	36-37	0.09694600013867927
1105	38-39	-0.13060987665048174
1105	40-41	-0.14082524918021022
1105	42-43	-0.20394938562363052
1105	44-45	-0.10039821379081815
1105	46-47	-0.06152964989816212
1105	48-49	0.018433898310441066
1105	50-51	0.07857525431435874
1105	52-53	0.030347374139282124
1105	54-55	0.13075787561754737
1105	56-57	0.035995885632033264
1105	58-59	0.007078429134217856
1105	60-61	-0.015897026770566924
1105	62-63	-0.10568091532812218
1105	64-65	-0.023071334825736756
1105	66-67	-0.040080844322261555
1105	68-69	0.10940483687637936
1105	70-71	-0.047326406716628355
1105	72-73	0.01586851883369178
1105	74-75	0.02176278735223036
1105	76-77	-0.01837494183411792
1105	78-79	-0.028975341030786694
1105	80-81	0.03224521541781655
1105	82-83	0.045462863640253204
1105	84-85	0.05498979878786514
1105	86-87	0.07148315080508638
1105	88-89	-0.04055774258243616
1105	90-91	-0.09786966051438384
1105	92-93	-0.04300875693768802
1105	94-95	-0.07635799220508233
1105	96-97	-0.1793112556321148
1105	98-99	-0.0801532836898815
1105	100-101	0.08614976993936097
1106	1	-0.3173542988969018
1106	2	-0.5622623463445642
1106	3	-0.5440087174870172
1106	4	-0.6353055587354177
1106	5	-0.5438941029473554
1106	6	-0.6312908606227339
1106	7	-0.555697508348139
1106	8	-0.7769074117046415
1106	9	-0.7185033974935919
1106	10-11	-0.8356203917156293
1106	12-13	-0.3329407730721812
1106	14-15	-0.2869241224272443
1106	16-17	-0.14337528353803464
1106	18-19	0.02736351612889365
1106	20-21	-0.07354059122377521
1106	22-23	-0.021353791334448147
1106	24-25	-0.030397815629108038
1106	26-27	0.006459283034978114
1106	28-29	-0.10874730913503328
1106	30-31	-0.09057356852030551
1106	32-33	0.013737171929108172
1106	34-35	-0.08811014262444417
1106	36-37	0.021841304162698805
1106	38-39	-0.27361828202725746
1106	40-41	-0.21074503831962232
1106	42-43	-0.12926607333140083
1106	44-45	-0.06325258770692699
1106	46-47	0.017720758579059748
1106	48-49	0.11004643331907715
1106	50-51	0.09543562599106536
1106	52-53	-0.0010133694545544358
1106	54-55	0.16692208590829694
1106	56-57	0.0640334416857371
1106	58-59	0.14584276264709928
1106	60-61	0.1725071487057832
1106	62-63	0.09308897067352007
1106	64-65	0.03896648214182363
1106	66-67	0.108571743692643
1106	68-69	0.06004761904273437
1106	70-71	0.10550533312439114
1106	72-73	0.06917804679516593
1106	74-75	0.011687744488618534
1106	76-77	-0.10864299131556976
1106	78-79	0.09915822535228358
1106	80-81	-0.06469549947266273
1106	82-83	-0.07767287361151887
1106	84-85	0.044306089444638985
1106	86-87	0.041498872205188775
1106	88-89	-0.07419913732986316
1106	90-91	-0.10424614295826728
1106	92-93	-0.25735534183068154
1106	94-95	-0.18214869911067666
1106	96-97	-0.02477648732444493
1106	98-99	0.09632044924882877
1106	100-101	-0.014343694158426956
1107	1	-0.4729430709040088
1107	2	-0.24797034418854125
1107	3	-0.7013239283585193
1107	4	-0.7572789634759687
1107	5	-0.5575522243775879
1107	6	-0.516192392556917
1107	7	-0.58099280218498
1107	8	-0.597139514122091
1107	9	-0.5687429562954165
1107	10-11	-0.4526234018595261
1107	12-13	-0.6317492426137719
1107	14-15	-0.5314076483495995
1107	16-17	-0.1929897376293752
1107	18-19	0.0037488145480395474
1107	20-21	0.17802881860416875
1107	22-23	0.09397625787111963
1107	24-25	0.12102648762864732
1107	26-27	0.11928761020435985
1107	28-29	0.12073046336082882
1107	30-31	-0.16329885176839554
1107	32-33	0.171444309664885
1107	34-35	0.12251824590072857
1107	36-37	-0.00954524301756976
1107	38-39	-0.20952291369528098
1107	40-41	-0.17711937389685062
1107	42-43	-0.11008100095894235
1107	44-45	-0.06573499561767449
1107	46-47	0.0432273722946519
1107	48-49	0.11103134028284245
1107	50-51	0.07356224150006341
1107	52-53	0.05028122058232043
1107	54-55	0.21078472387951308
1107	56-57	0.08103454744274075
1107	58-59	0.14396256346073955
1107	60-61	0.13005598773802518
1107	62-63	0.062280834768898785
1107	64-65	0.1376519588272629
1107	66-67	0.1919532585442667
1107	68-69	0.18405552678707693
1107	70-71	-0.03660538537483404
1107	72-73	0.08834179215954663
1107	74-75	0.02471061170088973
1107	76-77	-0.034268875964372114
1107	78-79	0.2286624909937487
1107	80-81	-0.026155387951966702
1107	82-83	-0.03787094974374838
1107	84-85	0.1673127486022068
1107	86-87	-0.008985445445567564
1107	88-89	0.08274124075970235
1107	90-91	-0.04834717629834984
1107	92-93	-0.05588462438998221
1107	94-95	-0.01992516107996778
1107	96-97	0.04485744756708954
1107	98-99	0.10639673213797352
1107	100-101	0.034956871068310136
1108	1	-0.652044050848744
1108	2	-0.351940175312361
1108	3	-1.2157670291962575
1108	4	-0.8298122316841372
1108	5	-0.4878339852108411
1108	6	-0.719233028242968
1108	7	-0.629969358055213
1108	8	-0.7473460433071182
1108	9	-0.49616077450325946
1108	10-11	-0.6302937466108247
1108	12-13	-0.7552544156028773
1108	14-15	-0.8482143093340824
1108	16-17	-0.2510855980297748
1108	18-19	0.04318350364354018
1108	20-21	0.06218135183983975
1108	22-23	0.022492947046551137
1108	24-25	0.20136641031498215
1108	26-27	0.18685283838564004
1108	28-29	0.06791192555400016
1108	30-31	0.08900078378473353
1108	32-33	0.29483637725253686
1108	34-35	0.2559817482341771
1108	36-37	0.23759170657719864
1108	38-39	-0.09699472184237123
1108	40-41	0.14382481433435856
1108	42-43	0.15472770603697938
1108	44-45	0.1357544605758605
1108	46-47	0.1259942641488152
1108	48-49	0.1675536549242409
1108	50-51	0.16501035385724805
1108	52-53	0.03688436421954577
1108	54-55	0.35890968247907296
1108	56-57	0.12375984733781564
